"","Property_ID","Listing_Title","Listing_Type","Created","Scraped","Airbnb_PID","Airbnb_HID","HomeAway_PID","HomeAway_HID","winner","Permit","ETBL_ID","n_reserved","n_available","revenue","FREH","ML","LFRML","geometry","GH","Legal","n_diff"
"651","ab-32709090","Mouin","Entire home/apt",2019-03-18,2019-05-21,32709090,245943476,NA,NA,24661262,FALSE,NA,8,59,873,FALSE,FALSE,FALSE,c(611751.906584128, 5040966.27510246),FALSE,TRUE,43
"652","ab-32717122","Prestigious Park Ave Apt, 2 bdrm, sleep 6 guests!","Entire home/apt",2019-03-06,2019-05-21,32717122,78168791,NA,NA,24661383,FALSE,NA,40,59,3067,FALSE,TRUE,TRUE,c(609275.078119563, 5041686.09871117),FALSE,TRUE,55
"653","ab-32722131","LOVE MONTRÉAL COZY VINTAGE SUPER CENTRAL PLATEAU","Entire home/apt",2019-03-18,2019-05-21,32722131,246052713,NA,NA,24661425,TRUE,500016884,24,61,2640,FALSE,TRUE,FALSE,c(610623.795683419, 5042066.48069518),FALSE,TRUE,43
"654","ab-32725536","Cozy Renovated 1BR Near Downtown-Plateau","Entire home/apt",2019-03-06,2019-05-21,32725536,151417970,NA,NA,24661941,FALSE,NA,45,58,1802,FALSE,TRUE,FALSE,c(611156.086636385, 5041035.70172647),FALSE,FALSE,55
"655","ab-32727967","Charming room in a very charming neighborhood!","Private room",2019-03-03,2019-05-25,32727967,175669933,NA,NA,24661846,FALSE,NA,57,77,665,FALSE,TRUE,FALSE,c(611839.633436664, 5042049.15525928),FALSE,TRUE,58
"656","ab-32748063","This room is perfect for responsible guests","Private room",2019-03-06,2019-03-18,32748063,246059708,NA,NA,24661810,FALSE,NA,26,61,977,FALSE,FALSE,FALSE,c(611480.332395485, 5043978.68033085),FALSE,TRUE,55
"657","ab-32758932","⭐️2Bdr condo A Walkers paradise 91 walk score⭐️","Entire home/apt",2019-03-02,2019-05-24,32758932,103615195,NA,NA,24661889,FALSE,NA,37,78,2684,FALSE,TRUE,FALSE,c(611932.009420775, 5042913.19157716),FALSE,FALSE,59
"658","ab-32761286","Mile-end/Plateau haven with terrace and garden","Entire home/apt",2019-04-29,2019-05-22,32761286,52933121,NA,NA,24661431,FALSE,NA,0,19,0,FALSE,FALSE,FALSE,c(609756.894041799, 5041786.75274437),FALSE,TRUE,1
"659","ab-32790185","APARTMENT IN THE HEART OF THE CITY","Entire home/apt",2019-03-18,2019-05-21,32790185,229894831,NA,NA,24661437,FALSE,NA,31,50,1329,FALSE,TRUE,TRUE,c(610056.296733456, 5042709.94503277),FALSE,TRUE,43
"660","ab-32792006","Downtown nice apart near to McGill and Bell center","Entire home/apt",2019-03-13,2019-05-23,32792006,246683121,NA,NA,24661280,FALSE,NA,61,61,2605,FALSE,FALSE,FALSE,c(611364.565053984, 5040207.02339172),FALSE,TRUE,48
"661","ab-32798054","Prime Location Studio Plateau/Mcgill/DT","Entire home/apt",2019-03-07,2019-05-22,32798054,50027321,NA,NA,24661943,FALSE,NA,54,61,2396,FALSE,TRUE,FALSE,c(611470.291957049, 5040941.25979142),FALSE,FALSE,54
"662","ab-32798068","Prime Location Studio Plateau/Mcgill/DT","Entire home/apt",2019-03-13,2019-05-24,32798068,50027321,NA,NA,24661940,FALSE,NA,43,50,1998,FALSE,TRUE,TRUE,c(611334.55323194, 5040973.29959445),FALSE,TRUE,48
"663","ab-32817036","BEL APPARTEMENT LUMINEUX","Entire home/apt",2019-04-01,2019-05-21,32817036,246879863,NA,NA,24661438,FALSE,NA,2,61,120,FALSE,FALSE,FALSE,c(610159.780504297, 5042510.61501039),FALSE,TRUE,29
"664","ab-32818861","Sublime Studio in Downtown Montreal","Entire home/apt",2019-03-06,2019-05-21,32818861,153449331,NA,NA,24661281,FALSE,NA,56,57,2405,FALSE,TRUE,FALSE,c(611391.420629272, 5040410.87122563),FALSE,FALSE,55
"665","ab-32839284","Basic bed2 in triplex home Parc Lafontaine Plateau","Shared room",2019-03-14,2019-05-16,32839284,243529255,NA,NA,24661805,FALSE,NA,12,61,180,FALSE,FALSE,FALSE,c(611894.500909754, 5043220.35898589),FALSE,TRUE,47
"666","ab-32840403","Basic bed3 in triplex home Parc Lafontaine Plateau","Shared room",2019-03-17,2019-05-20,32840403,243529255,NA,NA,24661799,FALSE,NA,22,60,332,FALSE,FALSE,FALSE,c(611989.004133114, 5043264.2773258),FALSE,TRUE,44
"667","ab-32842536","DL | Stylish industrial Loft On Saint Laurent","Entire home/apt",2019-03-18,2019-05-02,32842536,212306438,"7598939",NA,24663349,FALSE,NA,19,49,2413,FALSE,TRUE,TRUE,c(611723.047439492, 5040875.74400518),FALSE,TRUE,43
"668","ab-32844886","situé en plein coeur du plateau Mont-royal","Entire home/apt",2019-03-18,2019-05-24,32844886,158734743,NA,NA,24661965,FALSE,NA,12,52,888,FALSE,FALSE,FALSE,c(610638.653167607, 5042065.63155094),FALSE,TRUE,43
"669","ab-32858738","Hip Studio in the Heart of Plateau Mile End - 402","Entire home/apt",2019-03-13,2019-05-24,32858738,156317705,NA,NA,24661376,FALSE,NA,52,61,1634,FALSE,TRUE,FALSE,c(609463.662738252, 5042339.50356152),FALSE,FALSE,48
"670","ab-32858990","Minimalist Room in Le Plateau Mont Royal","Private room",2019-03-13,2019-04-14,32858990,152249282,NA,NA,24661421,FALSE,NA,44,49,785,FALSE,TRUE,FALSE,c(610026.035276741, 5041719.2345406),TRUE,FALSE,48
"671","ab-32862674","The CH Bachelor & Bachelorette Party By LIV MTL - 2","Entire home/apt",2019-03-18,2019-05-21,32862674,73995257,NA,NA,24661908,FALSE,NA,10,57,3271,FALSE,TRUE,FALSE,c(611039.084616859, 5042877.30566233),FALSE,FALSE,43
"672","ab-32863791","Mont-Royal Top location MONTREAL by Liv MTL - 202","Entire home/apt",2019-03-18,2019-05-21,32863791,73995257,NA,NA,24661902,FALSE,NA,6,57,727,FALSE,TRUE,FALSE,c(611048.25111481, 5042800.78699685),FALSE,FALSE,43
"673","ab-32866710","MODERN APARTMENT - MILTON-PARC/PLATEAU","Entire home/apt",2019-03-18,2019-05-21,32866710,245843127,NA,NA,24663346,FALSE,NA,20,53,1300,FALSE,TRUE,FALSE,c(611455.289539837, 5041169.92485551),FALSE,FALSE,43
"674","ab-32866741","LUMINOUS AND MODERN APARTMENT - MILTON-PARC/PLATEAU","Entire home/apt",2019-03-18,2019-05-21,32866741,245843127,NA,NA,24663349,FALSE,NA,18,46,1170,FALSE,TRUE,FALSE,c(611624.679487484, 5041002.90561338),FALSE,FALSE,43
"675","ab-32866763","LARGE AND LUMINOUS APARTMENT - PLATEAU MONT-ROYAL","Entire home/apt",2019-03-18,2019-05-21,32866763,245843127,NA,NA,24661948,FALSE,NA,29,59,2942,FALSE,TRUE,FALSE,c(611342.762373786, 5041259.0541291),FALSE,FALSE,43
"676","ab-32868164","Family Studio Apartment Best Location in Montreal","Entire home/apt",2019-03-18,2019-05-13,32868164,90427917,"7655621",NA,24661858,FALSE,NA,7,46,493,FALSE,FALSE,FALSE,c(612030.431699576, 5041339.0919238),FALSE,TRUE,43
"677","ab-32872319","Nice room with private bathroom - downtown Mtl","Private room",2019-03-13,2019-05-24,32872319,175068062,NA,NA,24661283,FALSE,NA,28,50,1089,FALSE,FALSE,FALSE,c(611707.182819703, 5040406.484531),FALSE,TRUE,48
"678","ab-32898448","Mont Royal Morning Delight","Entire home/apt",2019-04-22,2019-05-23,32898448,203885825,NA,NA,24661957,FALSE,NA,17,20,1425,FALSE,FALSE,FALSE,c(610657.180500056, 5041546.97424822),FALSE,TRUE,8
"679","ab-32914507","Hearty condo in downtown with free indoor parking","Entire home/apt",2019-03-25,2019-04-06,32914507,247634830,NA,NA,24662114,FALSE,NA,26,47,1671,FALSE,FALSE,FALSE,c(611695.90077362, 5040381.83460908),FALSE,TRUE,36
"680","ab-32921544","★ NEW - downtown 5 min from metro ★  - 71","Entire home/apt",2019-03-14,2019-05-20,32921544,66055808,NA,NA,24661829,FALSE,NA,13,58,764,FALSE,TRUE,TRUE,c(610644.460513851, 5042710.29753814),FALSE,TRUE,47
"681","ab-32933160","3 bedroom apartment in Hutchison downtown MTL6️⃣2️⃣","Entire home/apt",2019-03-18,2019-05-21,32933160,164923431,NA,NA,24661279,FALSE,NA,26,54,1534,FALSE,TRUE,TRUE,c(611251.148791222, 5040389.48950303),FALSE,TRUE,43
"682","ab-32939344","A home at the heart of mountain","Entire home/apt",2019-04-08,2019-05-20,32939344,10256803,NA,NA,24661959,FALSE,NA,19,30,2831,FALSE,FALSE,FALSE,c(610667.562219561, 5041357.12263607),FALSE,TRUE,22
"683","ab-32950526","Downtown","Entire home/apt",2019-03-18,2019-05-21,32950526,157830712,NA,NA,24661280,FALSE,NA,1,53,225,FALSE,FALSE,FALSE,c(611420.847749432, 5040425.84098143),FALSE,TRUE,43
"684","ab-32954366","Bedroom in downtown/pool/sauna/gym","Private room",2019-03-13,2019-05-23,32954366,243961320,NA,NA,24661846,FALSE,NA,20,53,778,FALSE,FALSE,FALSE,c(611898.64951632, 5041850.17009583),FALSE,TRUE,48
"685","ab-32955797","En plein coeur du Mile End appartement  paisible","Entire home/apt",2019-03-18,2019-05-21,32955797,5632563,NA,NA,24661377,FALSE,NA,14,61,489,FALSE,FALSE,FALSE,c(609387.599336206, 5042311.50446881),FALSE,TRUE,43
"686","ab-32957507","Cozy 1 bedroom apartment beside McGill University","Entire home/apt",2019-03-18,2019-05-21,32957507,240428900,NA,NA,24661285,FALSE,NA,15,46,967,FALSE,FALSE,FALSE,c(611298.628922537, 5040355.88094044),FALSE,TRUE,43
"687","ab-32964826","The Peaceful Room- Downtown Mtl - R1","Private room",2019-03-14,2019-03-17,32964826,152249282,NA,NA,24661269,FALSE,NA,15,61,390,FALSE,TRUE,FALSE,c(611526.052732215, 5040793.33435065),TRUE,FALSE,47
"688","ab-32964985","The Zen Room- Downtown Mtl - R5","Private room",2019-03-17,2019-03-17,32964985,152249282,NA,NA,24661273,FALSE,NA,13,61,338,FALSE,TRUE,FALSE,c(611450.903641328, 5040625.30081889),TRUE,FALSE,44
"689","ab-32978909","(1101) Le Milton - Beau Studio Downtown","Entire home/apt",2019-03-14,2019-05-24,32978909,41426397,NA,NA,24661271,FALSE,NA,31,55,1188,FALSE,TRUE,FALSE,c(611594.936882474, 5040654.53337313),FALSE,FALSE,47
"690","ab-32981961","Charmant appartement lumineux, proche parc laurier","Entire home/apt",2019-03-25,2019-05-22,32981961,17612194,NA,NA,24661911,FALSE,NA,32,47,1639,FALSE,FALSE,FALSE,c(610556.821134464, 5043383.32065575),FALSE,TRUE,36
"691","ab-32988803","Nice Loft  Quartier Des Spectacle Downtown","Entire home/apt",2019-03-25,2019-05-22,32988803,248269120,NA,NA,24661270,FALSE,NA,38,45,2831,FALSE,FALSE,FALSE,c(611530.306210552, 5040905.65319895),FALSE,TRUE,36
"692","ab-32989640","Quiet, warm and lovely bedroom in plateau","Private room",2019-03-25,2019-05-22,32989640,61453876,NA,NA,24661843,FALSE,NA,0,43,0,FALSE,FALSE,FALSE,c(611693.834083003, 5042033.22026774),FALSE,TRUE,36
"693","ab-32991354","Heart downtown Montreal St Laurent/ Place des Arts","Entire home/apt",2019-04-01,2019-05-21,32991354,14884999,NA,NA,24661271,FALSE,NA,19,41,1540,FALSE,FALSE,FALSE,c(611606.238539773, 5040678.07215801),FALSE,TRUE,29
"694","ab-33015568","BRAND NEW 4br in Mile End!","Entire home/apt",2019-03-25,2019-05-22,33015568,229505184,NA,NA,24661375,FALSE,NA,14,61,4354,FALSE,TRUE,FALSE,c(609172.19187172, 5042345.53402356),FALSE,FALSE,36
"695","ab-33016980","Cozy little studio in Downtown Montreal","Entire home/apt",2019-03-31,2019-05-24,33016980,219927054,NA,NA,24661946,FALSE,NA,2,31,107,FALSE,FALSE,FALSE,c(611024.051739321, 5041300.07891071),FALSE,TRUE,30
"696","ab-33036231","Spacious Open Concept Loft in Little Italy","Entire home/apt",2019-03-25,2019-05-22,33036231,2830350,NA,NA,24661626,FALSE,NA,38,53,3558,FALSE,FALSE,FALSE,c(608696.588843709, 5042699.55499999),FALSE,TRUE,36
"697","ab-33048160","Beside Mount Royal, sofa in a shared appartement!","Shared room",2019-04-09,2019-05-22,33048160,62328312,NA,NA,24661945,FALSE,NA,22,30,426,FALSE,FALSE,FALSE,c(610967.709697084, 5041216.84427362),FALSE,TRUE,21
"698","ab-33060899","DESIGN APARTMENT NEAR LA FONTAINE PARK - PLATEAU MONT-ROYAL","Entire home/apt",2019-03-25,2019-05-22,33060899,248808066,NA,NA,24661883,FALSE,NA,17,54,1139,FALSE,FALSE,FALSE,c(612183.129835819, 5042367.57456101),FALSE,TRUE,36
"699","ab-33063056","Quiet & spacious Condo - Heart of Plateau Mt Royal","Entire home/apt",2019-04-29,2019-05-22,33063056,7546006,NA,NA,24661425,FALSE,NA,4,24,454,FALSE,FALSE,FALSE,c(610520.779955235, 5042238.0290427),FALSE,TRUE,1
"700","ab-33065040","Dazzling View of Montreal in Downtown/Plateau Area","Entire home/apt",2019-03-24,2019-03-31,33065040,248396473,NA,NA,24661272,FALSE,NA,19,43,802,FALSE,TRUE,FALSE,c(611610.213556543, 5040718.15037856),FALSE,FALSE,37
"701","ab-33066545","Montreal Apartment in the Sky with Downtown Views","Entire home/apt",2019-03-18,2019-04-01,33066545,248396473,NA,NA,24661277,FALSE,NA,20,53,643,FALSE,TRUE,FALSE,c(611280.488284138, 5040585.6016618),FALSE,FALSE,43
"702","ab-33067127","Balcony Views of Montreal City&Alouettes Stadium!!","Entire home/apt",2019-03-16,2019-03-30,33067127,248396473,NA,NA,24661286,FALSE,NA,21,56,642,FALSE,TRUE,FALSE,c(611094.109749077, 5040300.02374312),FALSE,FALSE,45
"703","ab-33072537","Plateau PRIME SUITE #202 Plus A.C.& PARKING!","Entire home/apt",2019-03-18,2019-05-22,33072537,167358824,"7186421","CanadaStays-970970w",24661390,TRUE,NA,41,61,2489,FALSE,TRUE,FALSE,c(608913.699477507, 5041982.08615068),FALSE,TRUE,43
"704","ab-33073265","Plateau PRIME SUITE #301 Plus A.C.& PARKING!","Entire home/apt",2019-04-01,2019-05-21,33073265,167358824,NA,NA,24661393,TRUE,NA,38,55,2349,FALSE,TRUE,FALSE,c(608912.358858237, 5042014.29071142),FALSE,TRUE,29
"705","ab-33073319","(218) Studio Downtown","Entire home/apt",2019-03-16,2019-05-23,33073319,41426397,NA,NA,24663347,FALSE,NA,31,60,1121,FALSE,TRUE,FALSE,c(611335.196512449, 5041201.13124388),FALSE,FALSE,45
"706","ab-33073421","Plateau PRIME SUITE #304 Plus A.C.& PARKING!","Entire home/apt",2019-04-01,2019-05-21,33073421,167358824,NA,NA,24661389,TRUE,NA,13,31,760,FALSE,TRUE,FALSE,c(608899.044218638, 5042016.28204232),FALSE,TRUE,29
"707","ab-33076402","Sensational Views From Balcony Downtown Montreal","Entire home/apt",2019-03-25,2019-03-29,33076402,248396473,NA,NA,24661262,FALSE,NA,4,44,168,FALSE,TRUE,FALSE,c(611715.600887628, 5040986.74338756),FALSE,FALSE,36
"708","ab-33078505","Private simple bedroom @ Plateau home w/ parking $","Private room",2019-03-17,2019-05-16,33078505,243529255,NA,NA,24661798,FALSE,NA,10,61,270,FALSE,FALSE,FALSE,c(611890.557241501, 5043222.51122941),FALSE,TRUE,44
"709","ab-33087598","#Fantastic 5 bed room - MontRoyal Montreal","Entire home/apt",2019-03-25,2019-05-22,33087598,175068062,NA,NA,24661908,FALSE,NA,0,39,0,FALSE,TRUE,FALSE,c(610785.303032043, 5043138.42008258),FALSE,FALSE,36
"710","ab-33087813","Jazz two in front Of Mont-Royale Station","Entire home/apt",2019-03-25,2019-05-22,33087813,242736538,NA,NA,24661965,FALSE,NA,14,47,1639,FALSE,TRUE,FALSE,c(610726.699402986, 5042122.75173252),FALSE,FALSE,36
"711","ab-33091313","loft deluxe - Plateau Mont-Royal","Entire home/apt",2019-03-25,2019-05-14,33091313,9710497,NA,NA,24662031,FALSE,NA,6,57,844,FALSE,FALSE,FALSE,c(610725.904546119, 5043715.2562074),FALSE,TRUE,36
"712","ab-33098349","Awesome View/location Minutes From Everything MTL!","Entire home/apt",2019-03-25,2019-03-29,33098349,248396473,NA,NA,24661280,FALSE,NA,19,61,521,FALSE,TRUE,FALSE,c(611366.956408594, 5040380.43128205),FALSE,FALSE,36
"713","ab-33098648","Amazing View From Private Terrace On Top Floor Apt","Entire home/apt",2019-03-16,2019-03-30,33098648,248396473,NA,NA,24661281,FALSE,NA,22,54,772,FALSE,TRUE,FALSE,c(611494.803942766, 5040221.56128223),FALSE,FALSE,45
"714","ab-33098883","Fabulous Penthouse Private Balcony in Montreal","Entire home/apt",2019-03-24,2019-03-31,33098883,248396473,NA,NA,24661280,FALSE,NA,21,61,620,FALSE,TRUE,FALSE,c(611473.289197104, 5040288.96930072),FALSE,FALSE,37
"715","ab-33099542","The cubbyhole","Entire home/apt",2019-03-16,2019-04-10,33099542,8997075,NA,NA,24661958,FALSE,NA,27,57,1817,FALSE,TRUE,TRUE,c(610756.427102791, 5041545.39249387),FALSE,TRUE,45
"716","ab-33114046","Luxurious!  ❤️ of MTL  | Bachelors ✓  Friends✓","Entire home/apt",2019-03-25,2019-05-24,33114046,17500046,NA,NA,24661953,FALSE,NA,16,44,2166,FALSE,TRUE,TRUE,c(611239.098885389, 5041729.52477365),FALSE,TRUE,36
"717","ab-33114719","Simple & charming studio - McGill/DT Montreal","Entire home/apt",2019-03-25,2019-05-22,33114719,232270465,NA,NA,24661278,FALSE,NA,18,58,1081,FALSE,TRUE,FALSE,c(611029.473404381, 5040420.01271289),FALSE,FALSE,36
"718","ab-33115303","Cosy studio, Steps from McGill, DT & Old Mtl","Entire home/apt",2019-03-25,2019-05-22,33115303,232270465,NA,NA,24661278,FALSE,NA,16,61,980,FALSE,TRUE,FALSE,c(611036.253543213, 5040390.12721855),FALSE,FALSE,36
"719","ab-33117138","Chambre dans appartement spacieux","Private room",2019-03-23,2019-05-24,33117138,21287644,NA,NA,24661432,FALSE,NA,22,61,660,FALSE,FALSE,FALSE,c(609855.540122266, 5041596.22362186),FALSE,TRUE,38
"720","ab-33139801","Light and Bright: Spacious Plateau Apartment","Entire home/apt",2019-03-18,2019-05-21,33139801,110202600,NA,NA,24661823,FALSE,NA,30,44,2431,FALSE,TRUE,TRUE,c(610438.079621835, 5043473.46635741),FALSE,TRUE,43
"721","ab-33162139","Grand appartement rénové & lumineux **Mile-end**","Entire home/apt",2019-04-22,2019-05-23,33162139,199987597,NA,NA,24661378,FALSE,NA,9,15,1170,FALSE,FALSE,FALSE,c(609361.637822117, 5042187.69630253),FALSE,TRUE,8
"722","ab-33166062","Newly Renovated, Modern Apartment in the Plateau","Private room",2019-04-17,2019-05-22,33166062,249715247,NA,NA,24663348,FALSE,NA,7,22,150,FALSE,FALSE,FALSE,c(611632.707553368, 5041166.41254754),FALSE,TRUE,13
"723","ab-33168731","1 bedroom apt - McGill & Downtown/Old MTL","Entire home/apt",2019-04-01,2019-05-21,33168731,232270465,NA,NA,24661278,FALSE,NA,3,47,171,FALSE,TRUE,FALSE,c(611124.266229928, 5040273.88630974),FALSE,FALSE,29
"724","ab-33197504","Chambre Mont Royal  avec terrasse et verranda","Private room",2019-03-24,2019-03-27,33197504,55921595,NA,NA,24661425,FALSE,NA,18,55,397,FALSE,FALSE,FALSE,c(610708.659444247, 5042126.87841467),FALSE,TRUE,37
"725","ab-33200412","M222@Retro&Cool Color Style,1 BDR, Night-Life Bars","Entire home/apt",2019-04-01,2019-05-21,33200412,235235490,NA,NA,24661858,FALSE,NA,12,55,480,FALSE,TRUE,TRUE,c(611971.206865619, 5041418.04939535),FALSE,TRUE,29
"726","ab-33201301","M223@Retro&Cool Color Style,2 BDR, Night-Life Bars","Entire home/apt",2019-04-01,2019-05-21,33201301,235235490,NA,NA,24661858,FALSE,NA,19,61,1549,FALSE,TRUE,FALSE,c(611921.716996085, 5041389.38284908),FALSE,FALSE,29
"727","ab-33224242","M225@Cozy&Warm,Central Station, Bars, DT MTL","Entire home/apt",2019-04-05,2019-05-21,33224242,243954099,NA,NA,24661858,FALSE,NA,14,30,1271,FALSE,FALSE,FALSE,c(612032.292518019, 5041453.59144425),FALSE,TRUE,25
"728","ab-33228121","Cosy apartment in Mont-Royal!","Entire home/apt",2019-04-01,2019-05-21,33228121,130962611,NA,NA,24661953,FALSE,NA,0,53,0,FALSE,TRUE,TRUE,c(611023.161687266, 5041835.71803121),FALSE,TRUE,29
"729","ab-33239454","Chic Standards [PARKING / WIFI ]","Entire home/apt",2019-03-31,2019-05-24,33239454,146396189,NA,NA,24661281,FALSE,NA,17,44,936,FALSE,FALSE,FALSE,c(611480.096460667, 5040433.56157546),FALSE,TRUE,30
"730","ab-33239975","BEST LOCAITON BIG APPARTMENT DOWNTOWN+PARKING","Entire home/apt",2019-04-01,2019-05-21,33239975,24743257,NA,NA,24661269,FALSE,NA,7,41,553,FALSE,TRUE,FALSE,c(611686.850498146, 5040846.20500755),FALSE,FALSE,29
"731","ab-33255234","2+1 BR Apartment downtown Montreal+Free Parking","Entire home/apt",2019-04-01,2019-05-10,33255234,73998609,NA,NA,24661280,FALSE,NA,21,50,1060,FALSE,FALSE,FALSE,c(611416.903724225, 5040207.95274398),FALSE,TRUE,29
"732","ab-33266462","Not available any longer.","Entire home/apt",2019-04-01,2019-05-17,33266462,49667768,NA,NA,24661798,FALSE,NA,9,60,2797,FALSE,FALSE,FALSE,c(612117.886159503, 5043045.42759052),FALSE,TRUE,29
"733","ab-33270068","BEAUTIFUL AND CHARMING APARTMENT CLOSE TO LAFONTAINE PARK FOR 6 PEOPLE","Entire home/apt",2019-04-01,2019-05-21,33270068,250529240,NA,NA,24661889,FALSE,NA,6,60,540,FALSE,FALSE,FALSE,c(612075.784486645, 5042779.06764662),FALSE,TRUE,29
"734","ab-33291050","Longterm rental. 4 (or 5) bedrooms apartment.","Entire home/apt",2019-04-01,2019-05-21,33291050,250718799,NA,NA,24661858,FALSE,NA,0,53,0,FALSE,TRUE,FALSE,c(611995.67471235, 5041272.90305514),FALSE,FALSE,29
"735","ab-33306542","Cozy room w/WIFI, NETFLIX and Breakfast included!","Private room",2019-04-01,2019-05-22,33306542,250863614,NA,NA,24661948,FALSE,NA,31,60,1486,FALSE,FALSE,FALSE,c(611155.147541992, 5041441.31592238),FALSE,TRUE,29
"736","ab-33307599","Private Room on Historic Avenue Laval","Private room",2019-04-01,2019-05-21,33307599,232066,NA,NA,24661949,FALSE,NA,14,34,574,FALSE,FALSE,FALSE,c(611375.812751018, 5041509.68779171),FALSE,TRUE,29
"737","ab-33312343","Very  nice apartement in plateau mont royal","Entire home/apt",2019-03-28,2019-05-17,33312343,242106239,NA,NA,24661799,FALSE,NA,6,35,582,FALSE,TRUE,TRUE,c(611997.573273675, 5043134.40528429),FALSE,TRUE,33
"738","ab-33312906","Le Enzo","Entire home/apt",2019-03-27,2019-05-21,33312906,83772438,NA,NA,24662030,FALSE,NA,24,49,1160,FALSE,FALSE,FALSE,c(610794.491437605, 5043723.13643131),FALSE,TRUE,34
"739","ab-33314823","Longterm rental. Spacious 4 bedrooms. 2 bathrooms.","Entire home/apt",2019-04-08,2019-05-17,33314823,250718799,NA,NA,24662114,FALSE,NA,0,30,0,FALSE,TRUE,FALSE,c(611723.543358396, 5040760.17555007),FALSE,FALSE,22
"740","ab-33319214","Comfortable room in a very popular neighborhood!","Private room",2019-03-27,2019-05-21,33319214,175669933,NA,NA,24661846,FALSE,NA,29,61,364,FALSE,TRUE,FALSE,c(611673.480663787, 5041991.73878987),FALSE,TRUE,34
"741","ab-33327160","Petite Chambre Privée au Plateau","Private room",2019-04-07,2019-05-24,33327160,153649940,NA,NA,24661805,FALSE,NA,18,24,416,FALSE,FALSE,FALSE,c(611777.86450051, 5043234.9475578),FALSE,TRUE,23
"742","ab-33327244","Open style condo - 2 bedrooms close to everything","Entire home/apt",2019-04-08,2019-05-20,33327244,190699126,NA,NA,24661442,FALSE,NA,9,30,936,FALSE,FALSE,FALSE,c(609917.00988735, 5042679.71822331),FALSE,TRUE,22
"743","ab-33334357","Appartement Montréal Plateau","Private room",2019-03-27,2019-05-21,33334357,46320114,NA,NA,24661422,FALSE,NA,13,38,272,FALSE,TRUE,FALSE,c(610096.908954197, 5041687.13923238),FALSE,TRUE,34
"744","ab-33346181","Cosy apartment close to downtown with Rustic style","Entire home/apt",2019-03-28,2019-05-21,33346181,175328746,NA,NA,24661277,FALSE,NA,20,57,885,FALSE,FALSE,FALSE,c(611201.266342523, 5040558.63640476),FALSE,TRUE,33
"745","ab-33370568","Universal Studio","Entire home/apt",2019-04-08,2019-05-20,33370568,251388988,NA,NA,24661374,FALSE,NA,24,30,1050,FALSE,FALSE,FALSE,c(609370.211776344, 5042367.87783682),FALSE,TRUE,22
"746","ab-33386491","Well lit, newly renovated! - YOUR Montreal Home!","Private room",2019-03-30,2019-04-03,33386491,104567224,NA,NA,24661824,FALSE,NA,3,47,78,FALSE,FALSE,FALSE,c(610483.226905075, 5043482.04136051),FALSE,TRUE,31
"747","ab-33395582","Montreal Downtown Studio Apartment BW","Entire home/apt",2019-03-28,2019-05-21,33395582,1132399,NA,NA,24661795,FALSE,NA,28,56,1204,FALSE,TRUE,FALSE,c(612323.211230533, 5043138.01012054),FALSE,FALSE,33
"748","ab-33397774","Appartement Plateau Mont royal","Entire home/apt",2019-04-08,2019-05-22,33397774,35935054,"7366066",NA,24661949,FALSE,NA,29,30,3248,FALSE,FALSE,FALSE,c(611376.300892022, 5041614.16047928),FALSE,TRUE,22
"749","ab-33399216","Grand Vintage Apartment Downtown Montreal","Entire home/apt",2019-04-08,2019-05-20,33399216,59654913,NA,NA,24661281,FALSE,NA,19,26,1950,FALSE,TRUE,FALSE,c(611541.834105404, 5040301.3009068),FALSE,FALSE,22
"750","ab-33400239","Small Cozy apartment in Mile End","Entire home/apt",2019-04-08,2019-05-20,33400239,56616667,NA,NA,24661393,FALSE,NA,10,30,740,FALSE,FALSE,FALSE,c(608806.931432265, 5042012.46018017),FALSE,TRUE,22
"751","ab-33400842","Gorgeous room in home at Parc la Fontaine","Private room",2019-04-07,2019-05-19,33400842,6003670,NA,NA,24661899,FALSE,NA,10,25,306,FALSE,FALSE,FALSE,c(611312.828168473, 5042460.97042637),FALSE,TRUE,23
"752","ab-33422626","Classic Montreal Home with Cozy Artist Vibe","Entire home/apt",2019-04-08,2019-05-20,33422626,87948796,NA,NA,24661388,FALSE,NA,10,26,750,FALSE,FALSE,FALSE,c(608765.376358523, 5041886.16177838),FALSE,TRUE,22
"753","ab-33424324","Probably the best apartment on Plateau Mont-Royal","Entire home/apt",2019-03-31,2019-05-25,33424324,210980285,NA,NA,24661963,FALSE,NA,23,61,1300,FALSE,FALSE,FALSE,c(610456.595405096, 5041624.5636319),FALSE,TRUE,30
"754","ab-33429065","Spacious Apartment at  Place des Arts Montreal DT","Entire home/apt",2019-04-08,2019-05-20,33429065,7867764,NA,NA,24661280,FALSE,NA,0,25,0,FALSE,TRUE,FALSE,c(611421.649966372, 5040204.70309104),FALSE,FALSE,22
"755","ab-33445378","Modern and chic Plateau flat, ideal for groups!","Entire home/apt",2019-04-15,2019-05-24,33445378,69970082,NA,NA,24663341,FALSE,NA,11,30,1289,FALSE,TRUE,TRUE,c(611462.898342568, 5041884.63871894),FALSE,TRUE,15
"756","ab-33446010","Urban Gem in Le Plateau","Entire home/apt",2019-04-15,2019-05-24,33446010,174950857,NA,NA,24661956,FALSE,NA,5,19,314,FALSE,TRUE,TRUE,c(610988.694980314, 5041885.11711279),FALSE,TRUE,15
